Year,Comparison Group,Institution,Total Curr Ops/Restricted Total,Total Current Operations,"Total Cap Purp/Prop, Bldgs, Equip",Total Cap Purp/Endowment/Unrestricted,Total Cap Purp/Loan Funds,Total Cap Purp/Endow/Restricted/Outright,Total Capital Purposes (Outright Gifts Only),Total Deferred/Face Value ,Total Deferred/Present Value ,Grand Total ,Alumni: Total ,Athletics/Curr Ops: Donors (#),Athletics/Curr Ops: Total Amount ($),Athletics/Cap Purp: Donors (#),Athletics/Total: Donors (#),Athletics/Cap Purp: Total Amount ($),Athletics/Total: Total Amount ($),Alumni: Curr Ops/Athletics
FY2008,Baccalaureate (All),Hartwick College,"$841,984","$2,233,517","$13,807,043",$500,$0,"$1,114,075","$14,921,618","$12,195","$8,069","$17,163,204","$1,902,661","1,143","$281,213",,"1,143",,"$281,213","$131,137"
FY2009,Baccalaureate (All),Hartwick College,"$619,627","$1,840,556","$1,006,048",$0,$0,"$427,495","$1,433,543",$0,$0,"$3,274,099","$1,324,471","1,088","$203,494",0,"1,088",$0,"$203,494","$64,343"
FY2010,Baccalaureate (All),Hartwick College,"$556,114","$1,708,766","$1,498,779",$0,$0,"$422,544","$1,921,323","$110,611","$50,135","$3,680,224","$1,197,088",,,,,,,"$84,916"
FY2006,Baccalaureate (All),Hobart and William Smith Colleges,"$1,580,503","$4,031,291","$4,307,274","$2,296,962",$0,"$3,500,740","$10,104,976","$449,381","$204,857","$14,341,124","$9,710,742","1,722","$404,664",23,"1,745","$87,158","$491,822","$207,106"
FY2007,Baccalaureate (All),Hobart and William Smith Colleges,"$1,559,434","$4,102,767","$17,499,531","$371,703",$0,"$5,223,143","$23,094,377","$2,519,022","$1,289,947","$28,487,091","$23,673,057","1,678","$479,959",0,"1,678",$0,"$479,959","$287,875"
FY2008,Baccalaureate (All),Hobart and William Smith Colleges,"$1,348,844","$3,847,200","$7,665,737","$507,739",$0,"$7,703,051","$15,876,527","$787,295","$361,513","$20,085,240","$13,412,758","1,805","$421,255",0,"1,805",$0,"$421,255","$221,502"
FY2009,Baccalaureate (All),Hobart and William Smith Colleges,"$1,098,667","$3,599,920","$6,508,264","$106,067",$0,"$3,184,525","$9,798,856","$25,063","$17,063","$13,415,839","$8,431,555","1,827","$409,143",0,"1,827",$0,"$409,143","$229,301"
FY2010,Baccalaureate (All),Hobart and William Smith Colleges,"$1,629,590","$4,285,280","$3,321,350","$21,086",$0,"$8,044,313","$11,386,749","$143,453","$71,571","$15,743,600","$9,513,428","1,952","$447,962",0,"1,952",$0,"$447,962","$279,343"
FY2006,Baccalaureate (All),Houghton College,"$1,519,438","$3,378,864","$732,608","$33,744",$0,"$798,864","$1,565,216","$373,749","$123,799","$5,067,879","$1,364,918",156,"$26,964",0,156,$0,"$26,964",
FY2007,Baccalaureate (All),Houghton College,"$452,580","$2,430,291","$1,062,112","$121,832",$0,"$352,583","$1,536,527",$0,$0,"$3,966,818","$1,816,032",137,"$28,183",0,137,$0,"$28,183",
FY2008,Baccalaureate (All),Houghton College,"$662,465","$3,348,733","$993,705","$50,606",$0,"$333,742","$1,378,053",$0,$0,"$4,726,786","$1,862,446",180,"$34,876",0,180,$0,"$34,876",
FY2009,Baccalaureate (All),Houghton College,"$416,877","$2,580,271","$594,656","$4,190",$0,"$154,575","$753,421","$269,382","$115,740","$3,449,432","$1,514,711",66,"$31,108",0,66,$0,"$31,108",
FY2010,Baccalaureate (All),Houghton College,"$944,949","$2,618,706","$532,011","$25,515",$0,"$145,856","$703,382","$56,000","$23,147","$3,345,235","$1,266,861",0,$0,0,0,$0,$0,
FY2007,Baccalaureate (All),Hilbert College,"$161,859","$252,757","$761,289",$0,$0,$600,"$761,889",,$0,"$1,014,646","$48,118",,,,,,,
FY2006,Baccalaureate (All),Sarah Lawrence College,"$2,040,396","$5,314,239","$2,156,431","$997,812",$0,"$2,816,078","$5,970,321","$180,718","$106,203","$11,390,763","$4,812,873",,,,,,,$50
FY2007,Baccalaureate (All),Sarah Lawrence College,"$2,137,379","$5,297,863","$1,465,310","$115,825",$0,"$3,703,615","$5,284,750","$369,302","$220,411","$10,803,024","$3,561,025",0,$0,0,0,$0,$0,"$1,100"
FY2008,Baccalaureate (All),Sarah Lawrence College,"$3,335,842","$7,033,977","$517,000","$648,787",$0,"$7,433,296","$8,599,083","$271,000","$131,545","$15,764,605","$4,966,140",0,$0,0,0,$0,$0,$260
FY2009,Baccalaureate (All),Sarah Lawrence College,"$1,508,697","$5,528,384","$2,500","$309,143",$0,"$4,749,719","$5,061,362","$35,000","$25,185","$10,614,931","$4,992,598",0,$0,0,0,$0,$0,
FY2010,Baccalaureate (All),Sarah Lawrence College,"$2,335,661","$5,033,518",$0,"$2,552",$0,"$3,963,865","$3,966,417","$20,075","$10,074","$9,010,009","$3,498,881",22,"$2,880",0,22,$0,"$2,880",
FY2006,Baccalaureate (All),Skidmore College,"$3,315,633","$9,311,074","$1,186,709","$19,720",$0,"$7,170,975","$8,377,404","$1,166,481","$545,825","$18,234,303","$7,465,942",0,$0,0,0,$0,$0,"$80,988"
FY2007,Baccalaureate (All),Skidmore College,"$3,338,910","$9,944,574","$19,366,620","$7,960,612",$0,"$19,388,085","$46,715,317","$281,000","$138,037","$56,797,928","$6,995,708",,,,,,,"$85,230"
FY2008,Baccalaureate (All),Skidmore College,"$5,573,312","$12,329,699","$2,813,247","$1,534,000",$0,"$8,090,001","$12,437,248","$757,567","$283,256","$25,050,203","$6,316,743",0,$0,0,0,$0,$0,"$126,622"
FY2009,Baccalaureate (All),Skidmore College,"$3,642,361","$9,785,517","$3,206,224","$2,512,000",$0,"$6,641,980","$12,360,204","$88,946","$30,888","$22,176,609","$4,515,461",0,$0,0,0,$0,$0,"$115,833"
FY2010,Baccalaureate (All),Skidmore College,"$4,414,465","$10,806,830","$2,243,241","$491,124",$0,"$7,625,868","$10,360,233","$204,329","$83,697","$21,250,760","$4,973,753",0,$0,0,0,$0,$0,"$79,121"
FY2006,Baccalaureate (All),Siena College,"$562,438","$2,117,105","$189,783","$432,590",$0,"$2,070,625","$2,692,998","$2,955,000","$752,000","$5,562,103","$2,916,292",134,"$35,132",4,138,"$4,900","$40,032",$0
FY2007,Baccalaureate (All),Siena College,"$902,432","$2,544,010","$128,670","$144,375",$0,"$1,820,802","$2,093,847",$0,$0,"$4,637,857","$2,021,126",94,"$61,596",190,284,"$26,109","$87,705","$24,968"
FY2008,Baccalaureate (All),Siena College,"$959,969","$2,680,152","$54,037","$38,515",$0,"$1,933,837","$2,026,389","$236,000","$67,969","$4,774,510","$2,105,608",87,"$22,690",13,100,"$6,189","$28,879","$13,309"
FY2009,Baccalaureate (All),Siena College,"$1,022,382","$2,774,234","$151,228",$0,$0,"$1,723,868","$1,875,096","$165,000","$44,671","$4,694,001","$2,011,508",151,"$43,216",6,157,"$6,206","$49,422","$18,306"
FY2010,Baccalaureate (All),Siena College,"$874,352","$2,746,852","$192,002",$0,$0,"$3,505,743","$3,697,745",$0,$0,"$6,444,597","$4,061,650",128,"$36,169",4,132,"$5,267","$41,436","$26,042"
FY2006,Baccalaureate (All),St. Lawrence University,"$2,309,718","$9,801,326","$7,166,077","$206,071",$0,"$3,597,653","$10,969,801","$1,798,084","$1,131,362","$21,902,489","$16,598,923",257,"$134,769",59,316,"$341,333","$476,102","$91,013"
FY2007,Baccalaureate (All),St. Lawrence University,"$2,890,380","$9,672,992","$6,403,492","$117,448",$0,"$5,887,328","$12,408,268","$815,882","$404,840","$22,486,100","$14,559,926",556,"$180,072",13,569,"$195,835","$375,907","$85,779"
FY2008,Baccalaureate (All),St. Lawrence University,"$3,278,263","$10,331,443","$8,699,801","$105,886",$0,"$4,273,086","$13,078,773","$474,813","$218,664","$23,628,880","$13,017,105",395,"$327,420",12,407,"$243,670","$571,090","$270,609"
FY2009,Baccalaureate (All),St. Lawrence University,"$2,636,497","$6,669,483","$4,459,646","$107,710",$0,"$2,929,032","$7,496,388","$62,884","$16,758","$14,182,629","$8,677,819",329,"$140,274",19,348,"$92,800","$233,074","$100,614"
FY2010,Baccalaureate (All),St. Lawrence University,"$3,455,234","$7,838,948","$5,797,765","$146,644",$0,"$3,732,753","$9,677,162","$155,359","$69,581","$17,585,691","$12,172,972",335,"$154,122",151,486,"$575,162","$729,284","$108,533"
FY2006,Baccalaureate (All),SUNY College at Potsdam,"$1,296,497","$1,513,958","$2,533",$0,$0,"$769,625","$772,158",$0,$0,"$2,286,116","$800,377",223,"$22,612",0,223,$0,"$22,612","$11,905"
FY2007,Baccalaureate (All),SUNY College at Potsdam,"$1,384,030","$1,627,675","$137,799",$0,"$935,999","$587,445","$1,661,243",$0,$0,"$3,288,918","$1,831,061",364,"$38,362",0,364,$0,"$38,362","$11,816"
FY2008,Baccalaureate (All),SUNY College at Potsdam,"$1,249,973","$1,648,007","$22,282",$0,"$12,358","$1,890,321","$1,924,961","$50,000","$23,413","$3,596,381","$1,230,090",260,"$25,061",0,260,$0,"$25,061","$10,019"
FY2009,Baccalaureate (All),SUNY College at Potsdam,"$1,012,694","$1,720,676","$3,910",$0,$0,"$424,184","$428,094",$0,$0,"$2,148,770","$568,763",99,"$30,808",0,99,$0,"$30,808","$11,220"
FY2010,Baccalaureate (All),SUNY College at Potsdam,"$1,548,365","$2,252,275","$12,520",$0,$0,"$363,557","$376,077",$0,$0,"$2,628,352","$1,318,048",342,"$59,750",0,342,$0,"$59,750","$7,628"
FY2006,Baccalaureate (All),SUNY College of Technology at Alfred,"$436,047","$601,071",$0,$0,$0,"$37,212","$37,212",$0,$0,"$638,283","$178,191",,,,,,,$610
FY2007,Baccalaureate (All),SUNY College of Technology at Alfred,"$330,451","$468,347","$20,114",$0,$0,"$111,786","$131,900",$0,$0,"$600,247","$244,060",0,$0,0,0,$0,$0,$685
FY2008,Baccalaureate (All),SUNY College of Technology at Alfred,"$374,404","$515,408","$42,848",$0,$0,"$41,265","$84,113",$0,$0,"$599,521","$166,952",0,$0,0,0,$0,$0,$740
FY2009,Baccalaureate (All),SUNY College of Technology at Alfred,"$2,454,034","$2,605,376","$152,359",$0,$0,"$73,797","$226,156",$0,$0,"$2,831,532","$186,571",0,$0,0,0,$0,$0,"$10,510"
FY2010,Baccalaureate (All),SUNY College of Technology at Alfred,"$469,978","$601,938","$28,270","$3,275",$0,"$261,509","$293,054",$0,$0,"$894,992","$352,850",0,$0,0,0,$0,$0,$570
FY2006,Baccalaureate (All),SUNY College of Technology at Canton,"$308,117","$741,673",$0,$0,$0,"$325,676","$325,676",$0,$0,"$1,067,349","$355,688",0,$0,0,0,$0,$0,
FY2007,Baccalaureate (All),SUNY College of Technology at Canton,"$1,198,021","$2,271,306",$0,$0,$0,"$260,073","$260,073","$779,228","$357,163","$2,888,542","$2,107,084",64,"$9,611",0,64,$0,"$9,611",
FY2008,Baccalaureate (All),SUNY College of Technology at Canton,"$597,553","$1,284,587","$49,277",$0,$0,"$366,822","$416,099",$0,$0,"$1,700,686","$747,641",0,$0,0,0,$0,$0,
FY2009,Baccalaureate (All),SUNY College of Technology at Canton,"$299,118","$740,363",$0,$0,$0,"$408,388","$408,388",$0,$0,"$1,148,751","$291,197",,,,,,,
FY2010,Baccalaureate (All),SUNY College of Technology at Canton,"$243,130","$649,773",$0,$0,$0,"$164,631","$164,631","$14,589","$11,691","$826,095","$316,858",213,"$11,733",0,213,$0,"$11,733",
FY2007,Baccalaureate (All),SUNY College of Agriculture and Technology at Cobleskill,"$213,992","$461,906","$7,229",$0,$0,"$83,414","$90,643",$0,$0,"$552,549","$140,196",,,,,,,$100
FY2008,Baccalaureate (All),SUNY College of Agriculture and Technology at Cobleskill,"$293,827","$469,855","$8,100",$0,$0,"$167,327","$175,427",$0,$0,"$645,282","$189,161",,,,,,,$305
FY2009,Baccalaureate (All),SUNY College of Agriculture and Technology at Cobleskill,"$268,207","$439,539",$0,$0,$0,"$184,413","$184,413",$0,$0,"$623,952","$120,610",,,,,,,"$1,267"
FY2010,Baccalaureate (All),SUNY College of Agriculture and Technology at Cobleskill,"$582,215","$762,287",$550,$0,$0,"$143,008","$143,558",$0,$0,"$905,845","$125,976",0,$0,0,0,$0,$0,"$3,334"
FY2006,Baccalaureate (All),SUNY College of Technology at Delhi,"$256,445","$594,751","$300,000","$7,827",$0,"$19,234","$327,061",$0,$0,"$921,812","$388,330",0,$0,0,0,$0,$0,$0
FY2007,Baccalaureate (All),SUNY College of Technology at Delhi,"$152,847","$1,071,006",$0,"$6,837",$0,"$34,864","$41,701",$0,$0,"$1,112,707","$114,745",,$0,,,$0,$0,$100
FY2008,Baccalaureate (All),SUNY College of Technology at Delhi,"$411,881","$664,683",$0,"$17,772",$0,"$34,037","$51,809",$0,$0,"$716,492","$130,304",0,$0,0,0,$0,$0,$50
FY2009,Baccalaureate (All),SUNY College of Technology at Delhi,"$223,179","$560,999",$0,"$2,180",$0,"$47,175","$49,355",$0,$0,"$610,354","$100,505",0,$0,0,0,$0,$0,$100
FY2010,Baccalaureate (All),SUNY College of Technology at Delhi,"$284,336","$589,082",$0,"$2,093",$0,"$47,292","$49,385",$0,$0,"$638,467","$97,138",,,,,,,$0
FY2007,Baccalaureate (All),Farmingdale State College,"$276,824","$832,802",$0,$0,$0,$0,$0,$0,$0,"$832,802","$3,263",,,,,,,
FY2010,Baccalaureate (All),Farmingdale State College,"$854,575","$1,452,770","$605,046",$0,$0,$0,"$605,046",$0,$0,"$2,057,816","$85,098",,,,,,,
FY2006,Baccalaureate (All),Morrisville State College,"$1,906,653","$2,328,301",$0,$0,$0,"$104,864","$104,864",$0,$0,"$2,433,165","$163,432",1,$100,0,1,$0,$100,$470
FY2007,Baccalaureate (All),Morrisville State College,"$1,406,363","$1,754,210",$0,$0,$0,"$201,206","$201,206",$0,$0,"$1,955,416","$193,279",0,$0,0,0,$0,$0,$845
FY2008,Baccalaureate (All),Morrisville State College,"$1,817,367","$2,171,698",$0,$0,$0,"$139,541","$139,541",$0,$0,"$2,311,239","$118,431",0,$0,0,0,$0,$0,"$1,237"
FY2009,Baccalaureate (All),Morrisville State College,"$1,380,449","$1,589,450",$0,$0,$0,"$210,789","$210,789",$0,$0,"$1,800,239","$91,122",1,$100,0,1,$0,$100,"$2,870"
FY2010,Baccalaureate (All),Morrisville State College,"$4,041,552","$4,321,933","$105,648",$0,$0,$0,"$105,648",$0,$0,"$4,427,581","$184,478",,,,,,,$370
FY2006,Baccalaureate (All),Fashion Institute of Technology,"$1,048,572","$2,418,873","$1,650,000","$1,500",$0,"$1,109,087","$2,760,587",$0,$0,"$5,179,460","$19,745",0,$0,0,0,$0,$0,$0
FY2007,Baccalaureate (All),Fashion Institute of Technology,"$2,778,119","$3,938,228",$0,$0,$0,"$779,417","$779,417",$0,$0,"$4,717,645","$14,171",0,$0,0,0,$0,$0,$0
FY2008,Baccalaureate (All),Fashion Institute of Technology,"$3,197,990","$4,430,351",$0,$0,$0,"$1,603,611","$1,603,611",$0,$0,"$6,033,962","$8,648",0,$0,0,0,$0,$0,$0
FY2009,Baccalaureate (All),Fashion Institute of Technology,"$3,478,985","$4,245,597",$0,$0,$0,"$472,675","$472,675",$0,$0,"$4,718,272","$21,725",0,$0,0,0,$0,$0,$0
FY2010,Baccalaureate (All),Fashion Institute of Technology,"$2,400,449","$6,596,595",$0,"$197,836",$0,"$273,318","$471,154",$0,$0,"$7,067,749","$63,629",0,$0,0,0,$0,$0,$0
FY2006,Baccalaureate (All),Union College,"$2,615,146","$5,023,147","$132,371","$35,433",$0,"$13,352,382","$13,520,186","$2,869,852","$1,440,736","$19,984,069","$14,981,223",184,"$131,250",,184,,"$131,250","$165,247"
FY2007,Baccalaureate (All),Union College,"$2,398,172","$5,128,171","$1,242,003",$304,$0,"$7,121,182","$8,363,489","$2,715,838","$1,635,214","$15,126,874","$9,489,059",235,"$113,116",0,235,$0,"$113,116","$194,109"
FY2008,Baccalaureate (All),Union College,"$3,413,228","$6,326,133","$1,185,932","$153,068",$0,"$21,596,386","$22,935,386","$458,771","$221,797","$29,483,316","$22,763,118",586,"$289,089",0,586,$0,"$289,089","$181,724"
FY2009,Baccalaureate (All),Union College,"$2,236,880","$4,921,658","$1,752,622","$102,204",$0,"$4,411,385","$6,266,211","$196,675","$84,668","$11,272,537","$7,484,703","1,181","$343,278",0,"1,181",$0,"$343,278","$208,120"
FY2010,Baccalaureate (All),Union College,"$4,111,933","$7,610,619","$873,220","$50,000",$0,"$3,823,603","$4,746,823","$79,000","$40,550","$12,397,992","$6,559,968","1,208","$400,145",0,"1,208",$0,"$400,145","$244,181"
FY2006,Baccalaureate (All),United States Military Academy,"$11,723,710","$13,089,690","$10,217,480","$1,844,041",$0,"$2,566,050","$14,627,571",,"$1,197,175","$28,914,436","$22,503,272",,,,,,,
FY2007,Baccalaureate (All),United States Military Academy,"$15,128,803","$16,640,095","$4,534,515","$2,037,033",$0,"$1,242,052","$7,813,600",,"$397,276","$24,850,971","$16,537,446",,,,,,,
FY2008,Baccalaureate (All),United States Military Academy,"$13,122,467","$16,848,008","$3,885,189","$2,478,344",$0,"$7,830,441","$14,193,974",,"$1,101,178","$32,143,160","$19,548,678",,,,,,,
FY2009,Baccalaureate (All),United States Military Academy,"$12,355,520","$17,788,891","$3,893,979","$78,614",$0,"$6,063,600","$10,036,193",,"$4,060,816","$31,885,900","$18,324,155",,,,,,,
FY2010,Baccalaureate (All),United States Military Academy,"$13,150,330","$17,252,109","$115,066","$52,340",$0,"$4,752,307","$4,919,713",,"$116,198","$22,288,020","$13,343,344",,,,,,,
FY2006,Baccalaureate (All),Vassar College,"$3,618,377","$11,735,079","$7,646,454","$240,434",$0,"$13,723,571","$21,610,459","$1,727,356","$992,047","$34,337,585","$23,667,228",260,"$139,678",6,266,"$110,000","$249,678","$108,663"
FY2007,Baccalaureate (All),Vassar College,"$4,455,025","$14,236,154","$8,343,241","$84,410",$0,"$6,061,706","$14,489,357","$2,251,849","$2,051,516","$30,777,027","$17,732,470",206,"$170,372",5,211,"$395,072","$565,444","$123,464"
FY2008,Baccalaureate (All),Vassar College,"$3,255,754","$12,284,349","$6,614,024","$482,860",$0,"$7,703,440","$14,800,324","$1,483,759","$915,305","$27,999,978","$16,565,567",205,"$100,347",2,207,"$25,000","$125,347","$69,504"
FY2009,Baccalaureate (All),Vassar College,"$4,814,102","$13,540,647","$6,374,153","$162,799",$0,"$15,185,151","$21,722,103","$368,361","$216,854","$35,479,604","$12,698,035",141,"$54,821",2,143,"$24,000","$78,821","$41,384"
FY2010,Baccalaureate (All),Vassar College,"$4,302,808","$13,152,938","$9,337,511","$2,997,467",$0,"$8,815,994","$21,150,972","$841,216","$354,972","$34,658,882","$20,814,876",460,"$136,773",3,463,"$30,000","$166,773","$87,246"
FY2006,Baccalaureate (All),Wells College,"$871,274","$1,982,026","$12,704,759","$36,743",$0,"$76,147","$12,817,649","$31,500","$17,117","$14,816,792","$11,958,601",,,,,,,$295
FY2007,Baccalaureate (All),Wells College,"$203,159","$3,362,328","$2,164,120","$39,814",$0,"$360,901","$2,564,835","$13,247","$10,253","$5,937,416","$3,474,373",4,"$1,175",18,22,"$88,570","$89,745","$1,225"
FY2006,Baccalaureate (All),University of North Carolina at Asheville,"$710,073","$849,011","$137,043",$250,"$17,985","$1,954,044","$2,109,322","$109,234","$90,244","$3,048,577","$142,638",536,"$231,391",6,542,"$29,000","$260,391","$11,596"
FY2007,Baccalaureate (All),University of North Carolina at Asheville,"$1,120,082","$1,415,259","$1,277,314",$325,"$7,721","$506,676","$1,792,036","$28,829","$11,651","$3,218,946","$265,488",491,"$223,160",7,498,"$6,850","$230,010","$39,752"
FY2008,Baccalaureate (All),University of North Carolina at Asheville,"$1,019,859","$1,160,305","$2,361,810",$0,"$4,050","$1,061,976","$3,427,836",$0,$0,"$4,588,141","$163,500",405,"$165,650",52,457,"$93,125","$258,775","$34,108"
FY2009,Baccalaureate (All),University of North Carolina at Asheville,"$2,087,757","$2,126,094","$4,836,265",$0,"$6,810","$2,268,876","$7,111,951",$0,$0,"$9,238,045","$170,779",458,"$139,183",69,527,"$5,956","$145,139","$12,687"
FY2010,Baccalaureate (All),University of North Carolina at Asheville,"$644,168","$700,266","$1,131,793",$0,$0,"$1,332,497","$2,464,290",$0,$0,"$3,164,556","$269,039",639,"$196,137",6,645,"$28,750","$224,887","$20,891"
FY2006,Baccalaureate (All),Barton College,"$294,549","$687,241","$388,228",$100,"$1,162","$612,294","$1,001,784",,$0,"$1,689,025","$230,222",,,,,,,
FY2007,Baccalaureate (All),Barton College,"$673,698","$1,001,812","$820,458",$0,$0,"$551,218","$1,371,676",,$0,"$2,373,488","$228,859",,,,,,,
FY2008,Baccalaureate (All),Barton College,"$568,189","$896,766","$728,646",$0,$0,"$556,225","$1,284,871",,$0,"$2,181,637","$499,730",,,,,,,
FY2009,Baccalaureate (All),Barton College,"$555,357","$903,720","$685,966",$0,$0,"$520,690","$1,206,656",,$0,"$2,110,376","$607,492",,,,,,,
FY2006,Baccalaureate (All),Catawba College,"$2,247,050","$4,033,649","$235,443","$1,100,284",$0,"$1,497,302","$2,833,029","$3,170,000","$749,900","$7,616,578","$4,013,853",,,,,,,
FY2007,Baccalaureate (All),Catawba College,"$2,183,633","$3,306,395","$3,270,838","$207,913",$0,"$654,332","$4,133,083","$170,000","$168,000","$7,607,478","$2,084,646",,,,,,,
FY2008,Baccalaureate (All),Catawba College,"$4,520,993","$5,595,178","$4,359,460","$171,939",$0,"$863,663","$5,395,062","$595,000","$209,000","$11,199,240","$4,436,910",,,,,,,
FY2009,Baccalaureate (All),Catawba College,"$4,330,631","$7,363,382","$787,022","$377,322",$0,"$837,148","$2,001,492","$65,000","$32,000","$9,396,874","$1,575,402",,,,,,,
FY2010,Baccalaureate (All),Catawba College,"$2,026,555","$4,591,315","$2,033,485","$1,692,224","$438,279","$528,224","$4,692,212","$42,500","$31,250","$9,314,777","$1,889,419",,,,,,,
FY2006,Baccalaureate (All),Davidson College,"$4,314,746","$8,200,373","$4,946,242","$2,100",$0,"$15,402,545","$20,350,887","$2,440,853","$854,298","$29,405,558","$15,300,487","2,777","$851,725",28,"2,805","$1,615,129","$2,466,854","$1,249,787"
FY2007,Baccalaureate (All),Davidson College,"$15,492,493","$19,532,725","$3,146,098","$66,079",$0,"$11,418,486","$14,630,663","$338,818","$118,586","$34,281,974","$10,000,620","2,781","$1,001,224",271,"3,052","$596,660","$1,597,884","$1,106,095"
FY2008,Baccalaureate (All),Davidson College,"$13,241,880","$17,242,243","$2,001,940",$500,$0,"$21,503,652","$23,506,092","$722,043","$252,715","$41,001,050","$14,950,863","2,802","$970,897",271,"3,073","$963,363","$1,934,260","$1,789,255"
FY2009,Baccalaureate (All),Davidson College,"$7,637,049","$11,164,997","$1,308,994",$0,$0,"$12,442,080","$13,751,074","$1,000",$350,"$24,916,421","$9,940,630","2,805","$908,574",167,"2,972","$1,964,149","$2,872,723","$1,208,088"
FY2010,Baccalaureate (All),Davidson College,"$9,028,078","$12,098,942","$1,739,994","$48,750",$0,"$22,423,593","$24,212,337","$334,915","$117,220","$36,428,499","$10,905,347","2,746","$900,067",314,"3,060","$468,290","$1,368,357","$831,314"
FY2006,Baccalaureate (All),Guilford College,"$1,075,322","$2,207,336","$719,865","$4,272",$10,"$1,427,824","$2,151,971","$210,000","$115,779","$4,475,086","$1,065,144",0,$0,3,3,"$33,905","$33,905","$82,458"
FY2007,Baccalaureate (All),Guilford College,"$629,127","$1,600,968","$474,580","$124,086",$0,"$5,968,450","$6,567,116","$267,367","$126,217","$8,294,301","$1,368,991",436,"$88,642",3,439,$500,"$89,142","$66,050"
FY2008,Baccalaureate (All),Guilford College,"$758,783","$2,095,123","$169,793","$1,928","$50,000","$2,782,939","$3,004,660","$1,722,624","$1,267,547","$6,367,330","$4,187,144",0,$0,0,0,$0,$0,"$62,336"
FY2009,Baccalaureate (All),Guilford College,"$1,103,487","$2,748,371","$220,123",$476,$0,"$1,661,885","$1,882,484","$845,000","$422,039","$5,052,894","$2,237,499",0,$0,0,0,$0,$0,"$99,087"
FY2010,Baccalaureate (All),Guilford College,"$782,383","$1,889,172","$462,507","$2,500",$0,"$587,569","$1,052,576","$25,000","$12,567","$2,954,315","$1,203,737",0,$0,0,0,$0,$0,"$78,366"
FY2006,Baccalaureate (All),Lees-McRae College,"$948,269","$5,986,996","$272,500",$0,$0,"$425,039","$697,539",$0,$0,"$6,684,535","$4,350,740",,,,,,,"$2,260"
FY2007,Baccalaureate (All),Lees-McRae College,"$644,075","$2,724,982","$1,328,331",$0,$0,"$312,657","$1,640,988",$0,$0,"$4,365,970","$1,488,004",,,,,,,$0
FY2008,Baccalaureate (All),Lees-McRae College,"$1,071,577","$2,270,986","$1,762,512",$0,$0,"$119,204","$1,881,716",$0,$0,"$4,152,702","$915,686",,,,,,,"$4,165"
FY2009,Baccalaureate (All),Lees-McRae College,"$624,218","$1,869,589","$448,200",$0,$0,"$120,873","$569,073",$0,$0,"$2,438,662","$576,273",,,,,,,"$1,800"
FY2006,Baccalaureate (All),Mars Hill College,"$1,020,794","$3,256,832","$2,123,880","$29,522","$88,048","$1,407,558","$3,649,008","$22,664","$7,992","$6,913,832","$2,544,679",168,"$32,299",0,168,$0,"$32,299","$13,003"
FY2006,Baccalaureate (All),Meredith College,"$1,509,997","$2,428,078","$94,869",$0,$0,"$2,622,472","$2,717,341","$78,500","$52,730","$5,198,149","$2,332,117",,,,,,,$0
FY2007,Baccalaureate (All),Meredith College,"$1,092,877","$1,882,374","$100,000","$212,378",$0,"$3,574,176","$3,886,554","$125,000","$76,800","$5,845,728","$2,484,679",,,,,,,$170
FY2008,Baccalaureate (All),Meredith College,"$949,210","$1,650,112",$0,$0,$0,"$2,696,652","$2,696,652","$25,000","$16,700","$4,363,464","$1,523,768",,,,,,,$663
FY2009,Baccalaureate (All),Meredith College,"$949,210","$1,650,112",$0,$0,$0,"$2,696,652","$2,696,652","$25,000","$16,700","$4,363,464","$1,523,768",,,,,,,$663
FY2007,Baccalaureate (All),Mount Olive College,"$697,644","$1,933,985","$2,309,472","$938,748",$0,$0,"$3,248,220","$268,830","$26,883","$5,209,088","$1,231,783",,,,,,,"$11,671"
FY2008,Baccalaureate (All),Mount Olive College,"$723,307","$1,451,452","$828,336","$794,840",$0,$0,"$1,623,176","$200,000","$120,112","$3,194,740","$327,450",0,$0,0,0,$0,$0,"$29,879"
FY2009,Baccalaureate (All),Mount Olive College,"$583,463","$1,905,762","$2,025,924","$775,657",$0,$0,"$2,801,581","$70,000","$13,084","$4,720,427","$282,331",,,,,,,"$21,235"
FY2010,Baccalaureate (All),Mount Olive College,"$594,551","$1,288,305","$257,664","$788,889",$0,$0,"$1,046,553",$0,$0,"$2,334,858","$488,411",,,,,,,"$20,144"
FY2008,Baccalaureate (All),William Peace University,"$1,854,790","$2,307,734","$1,032,124","$284,835",$0,"$9,021","$1,325,980","$1,585,593","$1,435,134","$5,068,848","$602,279",,,,,,,"$1,125"
FY2009,Baccalaureate (All),William Peace University,"$58,782","$464,061","$897,014","$103,520",$0,"$553,907","$1,554,441",,"$308,677","$2,327,179","$819,636",,,,,,,
FY2010,Baccalaureate (All),William Peace University,"$83,033","$464,981","$1,115,286","$221,928",$0,"$135,576","$1,472,790",,"$94,517","$2,032,288","$707,704",,,,,,,
FY2006,Baccalaureate (All),Salem College,"$616,547","$1,795,197","$572,176","$1,464,914",$0,"$3,730,646","$5,767,736",$0,$0,"$7,562,933","$1,963,245",0,$0,0,0,$0,$0,$0
FY2007,Baccalaureate (All),Salem College,"$1,542,200","$2,720,573","$691,761","$116,801",$0,"$1,375,496","$2,184,058","$60,000","$20,346","$4,924,977","$2,682,779",0,$0,0,0,$0,$0,$0
